stage,global_epoch,local_epoch,train_time_sec,train_lr,train_loss,train_loss_recon_total,train_loss_recon_exact_total,train_loss_recon_tol_total,train_loss_vq,train_loss_enc_var,train_loss_code_norm,train_loss_cont_projection,train_loss_cont_parent_margin,train_cont_alpha_entropy,train_cont_alpha_mean_entropy,train_cont_alpha_sample_entropy,train_cont_alpha_final_entropy,train_cont_alpha_final_usage_entropy,train_cont_alpha_mean_max,train_cont_alpha_sample_max,train_cont_alpha_final_max,train_cont_adapter_delta_logit_norm,train_cont_alpha_adapter_enabled,train_cont_residual_norm,train_cont_safe_radius,train_cont_hull_scale,train_cont_hull_scale_delta,train_cont_hull_expansion_fraction,train_cont_geometric_projection_mse,train_cont_distance_reference_mse,train_cont_hard_vertex_mse,train_cont_projection_gain_vs_hard,train_cont_decode_uses_projection_target,train_continuous_sample_mix,train_continuous_gumbel_tau,train_continuous_posterior_temperature,train_blank,train_blank_sep,train_loss_isi,train_loss_ctx,train_loss_ctx_field,train_loss_sp_cons,train_loss_sp_token,train_loss_sp_pixel,train_lambda_sp_token_eff,train_lambda_sp_pixel_eff,train_sp_memory_used,train_adj_memory_used,train_adj_pred_mean,train_adj_upper_allowed_mean,train_adj_lower_allowed_mean,train_adj_tgt_mean,train_adj_conf_mean,train_avg_vq_blank_frac,train_avg_vq_residual_norm,train_avg_vq_commit,train_avg_vq_usage,train_blank_token_norm,train_activity_offset_norm,train_pos_weight_eff,train_lambda_ctx_eff,train_lambda_isi,train_lambda_vq,train_cfg_drop_prob,train_training_prob_threshold_used,train_pred_mean_p,train_tgt_mean,train_loss_recon_l1,train_loss_recon_l1_exact,train_loss_recon_l1_tol,train_loss_recon_l2,train_loss_recon_l2_exact,train_loss_recon_l2_tol,train_perplexity_nonblank_l1,train_active_codes_nonblank_l1,train_child_per_active_parent_l1,train_vq_commit_l1,train_vq_usage_l1,train_vq_soft_usage_raw_l1,train_perplexity_nonblank_l2,train_active_codes_nonblank_l2,train_child_per_active_parent_l2,train_vq_commit_l2,train_vq_usage_l2,train_vq_soft_usage_raw_l2,train_vq_num_levels,train_vq_near_zero_thresh,train_vq_l1_num_codes,train_vq_l1_code_dim,train_vq_l1_alive,train_vq_l1_dead,train_vq_l1_alive_frac,train_vq_l1_dead_frac,train_vq_l1_norm_min,train_vq_l1_norm_max,train_vq_l1_norm_mean,train_vq_l1_norm_std,train_vq_l1_cos_max,train_vq_l1_cos_min,train_vq_l1_cos_mean,train_vq_l1_cos_std,train_vq_l2_num_codes,train_vq_l2_code_dim,train_vq_l2_alive,train_vq_l2_dead,train_vq_l2_alive_frac,train_vq_l2_dead_frac,train_vq_l2_norm_min,train_vq_l2_norm_max,train_vq_l2_norm_mean,train_vq_l2_norm_std,train_vq_l2_cos_max,train_vq_l2_cos_min,train_vq_l2_cos_mean,train_vq_l2_cos_std,train_vq_total_codes,train_vq_total_alive,train_vq_total_dead,train_vq_total_alive_frac,train_vq_total_dead_frac,train_AUPRC_tol_cond,val_val_loss_BCE,val_val_loss_BCE_full,val_val_loss_vq,val_val_loss_BCE_cond,val_val_loss_BCE_full_cond,val_val_loss_vq_cond,val_AUPRC_cond,val_BestF1_cond,val_BestF1_threshold_cond,val_AUPRC_tol_cond,val_BestF1_tol_cond,val_BestF1_threshold_tol_cond,val_eval_count,val_eval_density,val_eval_mask_frac,val_cont_adapter_projection_mse,val_cont_geometric_projection_mse,val_cont_distance_reference_mse,val_cont_hard_vertex_mse,val_val_loss_recon_ref1_cond,val_val_loss_recon_ref1_exact_cond,val_val_loss_recon_ref1_tol_cond,val_val_loss_recon_ref2_cond,val_val_loss_recon_ref2_exact_cond,val_val_loss_recon_ref2_tol_cond,val_val_loss_BCE_uncond,val_val_loss_BCE_full_uncond,val_val_loss_vq_uncond,val_AUPRC_uncond,val_BestF1_uncond,val_BestF1_threshold_uncond,val_AUPRC_tol_uncond,val_BestF1_tol_uncond,val_BestF1_threshold_tol_uncond,val_val_loss_recon_ref1_uncond,val_val_loss_recon_ref1_exact_uncond,val_val_loss_recon_ref1_tol_uncond,val_val_loss_recon_ref2_uncond,val_val_loss_recon_ref2_exact_uncond,val_val_loss_recon_ref2_tol_uncond,is_base,is_finetune,base_best_epoch,ft_shift_offset
base,99,99,171.89305067062378,0.0007569755007964334,0.1012136772274971,0.08985346853733063,0.0069625418478002155,0.08289092654983203,0.0018184963380917906,0.0077821753919124605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.0145197014329218e-07,0.0008528114548729111,0.006338198056134085,0.022334287874400616,4.7395189426424624e-07,1.0132795523531967e-06,0.004732628810840348,0.001,9.99314767377287e-05,1.0,1.0,0.012517082225531339,0.06805411030848821,0.04355463050305843,0.0544432882219553,0.9996986349423727,0.9173502604166667,0.05609500097731749,0.0017825577214049795,3.5938614140225884e-05,0.2510618567466736,0.25478628277778625,1.097676942800558,0.1,0.01,1.0,0.0,0.5,0.006083831734334429,0.00012119353753708614,0.009038819869359335,0.00017307524879773458,0.008865744868914286,0.08307435338695844,0.006832735411201914,0.076241618146499,29.760404459635417,31.766666666666666,1.0,0.002777253929525614,6.961782382859383e-05,0.06961781978607177,191.5997455596924,230.06666666666666,7.208541666666666,0.000787861505523324,2.2594055640941708e-06,0.002259405453999837,2,1e-06,32,64,32,0,1.0,0.0,8.417702674865723,9.766216278076172,9.065311431884766,0.40250489115715027,0.9879509210586548,-0.9915944337844849,-0.02244403213262558,0.6911263465881348,256,64,256,0,1.0,0.0,0.05895555019378662,3.220842123031616,0.8344509601593018,0.5205549001693726,0.9975801706314087,-0.9982661604881287,0.01424033660441637,0.5890311598777771,288,288,0,1.0,0.0,0.08584646146668591,0.13095868999759355,0.13095868999759355,0.0018336147768422961,0.13095868999759355,0.13095868999759355,0.0018336147768422961,0.009986341318905429,0.04085936470278107,0.32999998331069946,0.08584646146668591,0.16553514137056752,0.3400000035762787,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.13095868999759355,0.005836633228076001,0.1251220597575108,0.0,0.0,0.0,0.13095868999759355,0.13095868999759355,0.0018336147768422961,0.009986341318905429,0.04085936470278107,0.32999998331069946,0.08584646146668591,0.16553514137056752,0.3400000035762787,0.13095868999759355,0.005836633228076001,0.1251220597575108,0.0,0.0,0.0,1,0,279,279
base,100,100,169.25458645820618,0.0007524999999999996,0.10095111181338629,0.0896558441221714,0.007079762949918707,0.08257608090837797,0.0017960563767701388,0.007744855573400855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.0145189529945735e-07,0.0008584058659228806,0.006100148862848679,0.02270547058433294,4.832372496821335e-07,1.0132795485636354e-06,0.004822239737647275,0.001,0.0001,1.0,1.0,0.012559933277467886,0.06801219247281551,0.04352780357003212,0.054409754027922946,0.9997007528940837,0.914947509765625,0.05567830478151639,0.0017625071535197396,3.354921476178182e-05,0.25112292170524597,0.2548438608646393,1.024425261896286,0.1,0.01,1.0,0.0,0.5,0.006201018455127875,0.00012293901381781324,0.008712303638458253,0.0001807322104771932,0.008531570434570312,0.08312161639332771,0.006944213792060812,0.07617740308245023,29.91797046661377,31.933333333333334,1.0,0.0027486370022719105,6.419871133402921e-05,0.06419870853424073,191.8657554626465,232.53333333333333,7.274375,0.0007763773261103779,2.8997184244872187e-06,0.0028997182846069334,2,1e-06,32,64,32,0,1.0,0.0,8.40644359588623,9.737143516540527,9.048532485961914,0.3990519344806671,0.9880925416946411,-0.9914869666099548,-0.02275238372385502,0.6912455558776855,256,64,256,0,1.0,0.0,0.054043933749198914,3.067387819290161,0.8326455950737,0.5180894732475281,0.9960623979568481,-0.9978877902030945,0.013421826995909214,0.5866386294364929,288,288,0,1.0,0.0,0.08569601957831616,0.12935211633642515,0.12935211633642515,0.0017996133829001337,0.12935211633642515,0.12935211633642515,0.0017996133829001337,0.010304020978402311,0.0431756796719437,0.3400000035762787,0.08569601957831616,0.16395489679457562,0.3499999940395355,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.12935211633642515,0.006138000559682648,0.12321411569913228,0.0,0.0,0.0,0.12935211633642515,0.12935211633642515,0.0017996133829001337,0.010304020978402311,0.0431756796719437,0.3400000035762787,0.08569601957831616,0.16395489679457562,0.3499999940395355,0.12935211633642515,0.006138000559682648,0.12321411569913228,0.0,0.0,0.0,1,0,279,279
base,101,101,173.5679030418396,0.0007479973580394943,0.10052075659235318,0.08917274822791417,0.006947965314611793,0.08222478280464808,0.0017785238839375477,0.007706486526876688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.014461962730214e-07,0.0008790977076084043,0.006776742062841853,0.02352101312329372,4.816265175122681e-07,1.0132795371949517e-06,0.004806132342976829,0.001,0.0001,1.0,1.0,0.012772886548191309,0.06887928272287051,0.04408274218440056,0.05510342605412007,0.9997001568476359,0.9173970540364583,0.055078986162940664,0.0017365128189946214,4.201106827774008e-05,0.25107264518737793,0.2547820806503296,1.0,0.1,0.01,1.0,0.0,0.5,0.00605790961223344,0.00012069944338387965,0.008564058939615886,0.00021780024593075117,0.008346259593963623,0.08274970352649688,0.006784615122402708,0.07596508810917536,29.48024705251058,31.5,1.0,0.002713510541555782,8.081041523837485e-05,0.08081041177113851,189.97831815083822,229.96666666666667,7.215870098039216,0.0007595151041944821,3.211720934359619e-06,0.003211720784505208,2,1e-06,32,64,32,0,1.0,0.0,8.394804000854492,9.738485336303711,9.036432266235352,0.3994046151638031,0.9878591299057007,-0.9916321635246277,-0.022876430302858353,0.6912062764167786,256,64,256,0,1.0,0.0,0.04822758585214615,3.3384106159210205,0.8275313973426819,0.5155404210090637,0.9966663122177124,-0.9975131154060364,0.013681059703230858,0.5885631442070007,288,288,0,1.0,0.0,0.0867830792085019,0.1302482138077418,0.1302482138077418,0.001804384218606477,0.1302482138077418,0.1302482138077418,0.001804384218606477,0.009721666921636672,0.040443767476754496,0.3400000035762787,0.0867830792085019,0.1626414288763965,0.3499999940395355,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.1302482138077418,0.005695419308419029,0.12455279504259427,0.0,0.0,0.0,0.1302482138077418,0.1302482138077418,0.001804384218606477,0.009721666921636672,0.040443767476754496,0.3400000035762787,0.0867830792085019,0.1626414288763965,0.3499999940395355,0.1302482138077418,0.005695419308419029,0.12455279504259427,0.0,0.0,0.0,1,0,279,279
base,102,102,170.31804871559143,0.0007434680686803487,0.100632028033336,0.0894468143582344,0.007065223235016068,0.08238159194588661,0.0017552647623233497,0.007698922216271361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.014211467994149e-07,0.0009537596449566384,0.0060974683224534,0.02222519783924023,4.828626202879605e-07,1.0132795637218806e-06,0.004818493438263734,0.001,0.0001,1.0,1.0,0.012494172248989344,0.07021055432657401,0.0449347556879123,0.05616844321290652,0.9997023185094197,0.9151509602864584,0.05458258949220181,0.0017210746843678256,3.419008407945512e-05,0.25102585554122925,0.2547313868999481,1.0,0.1,0.01,1.0,0.0,0.5,0.006185936570788423,0.0001230940242142727,0.008908794323603312,0.00018905467974642912,0.008719740311304729,0.0827652188638846,0.006923432229086757,0.07584178671240807,29.827619552612305,31.933333333333334,1.0,0.0026962435649087032,6.55229124580122e-05,0.06552290916442871,191.0214993794759,232.33333333333334,7.267222222222222,0.0007459058232295017,2.8572560628011464e-06,0.0028572559356689455,2,1e-06,32,64,32,0,1.0,0.0,8.382091522216797,9.710663795471191,9.021286964416504,0.3969719111919403,0.987652063369751,-0.991153359413147,-0.02312295138835907,0.6911198496818542,256,64,256,0,1.0,0.0,0.05193036422133446,3.408716917037964,0.8237320184707642,0.5087607502937317,0.9975623488426208,-0.996665358543396,0.015482725575566292,0.5906166434288025,288,288,0,1.0,0.0,0.08970719254152323,0.13017626851797104,0.13017626851797104,0.0017326829741553713,0.13017626851797104,0.13017626851797104,0.0017326829741553713,0.010547848680303173,0.04217340600233239,0.3400000035762787,0.08970719254152323,0.16538543922697957,0.3400000035762787,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.13017626851797104,0.005807944107800722,0.1243683248758316,0.0,0.0,0.0,0.13017626851797104,0.13017626851797104,0.0017326829741553713,0.010547848680303173,0.04217340600233239,0.3400000035762787,0.08970719254152323,0.16538543922697957,0.3400000035762787,0.13017626851797104,0.005807944107800722,0.1243683248758316,0.0,0.0,0.0,1,0,279,279
base,103,103,172.9863085746765,0.0007389126286101815,0.10045103629430135,0.0891712134083112,0.006835491625436892,0.08233572244644165,0.0017513592300626138,0.007735213388999304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.013989655499851e-07,0.0008465552770455057,0.00640569309083124,0.02287490808715423,4.697761668855568e-07,1.0132795599323194e-06,0.00468762891444688,0.001,0.0001,1.0,1.0,0.012302548818600675,0.06739741402367751,0.04313434610764186,0.053917932137846944,0.999679962793986,0.9182698567708333,0.05424784185985724,0.0017081630532629788,4.319617595077337e-05,0.2510186731815338,0.2547411024570465,1.0,0.1,0.01,1.0,0.0,0.5,0.005970696340470264,0.00011969510842391173,0.008635673920313518,0.00019751785633464653,0.008438156048456828,0.08269445821642876,0.006687353237066418,0.07600710541009903,29.476247437795003,31.433333333333334,1.0,0.002679727436043322,8.166057632479351e-05,0.08166057268778483,189.4472993850708,229.1,7.178263888888889,0.0007365986724228909,4.731774574414279e-06,0.00473177433013916,2,1e-06,32,64,32,0,1.0,0.0,8.361700057983398,9.688973426818848,9.006820678710938,0.39513081312179565,0.9873995780944824,-0.9909440279006958,-0.023230256512761116,0.6911271214485168,256,64,256,0,1.0,0.0,0.050765130668878555,3.515873670578003,0.8260910511016846,0.5257441997528076,0.9985643625259399,-0.9969274401664734,0.014261800795793533,0.5847706198692322,288,288,0,1.0,0.0,0.08842197444286651,0.1296955036620299,0.1296955036620299,0.0017126656700080882,0.1296955036620299,0.1296955036620299,0.0017126656700080882,0.010843347732910107,0.04368785077198947,0.3400000035762787,0.08842197444286651,0.16368971379334435,0.3400000035762787,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.1296955036620299,0.005686622268209855,0.12400888216992219,0.0,0.0,0.0,0.1296955036620299,0.1296955036620299,0.0017126656700080882,0.010843347732910107,0.04368785077198947,0.3400000035762787,0.08842197444286651,0.16368971379334435,0.3400000035762787,0.1296955036620299,0.005686622268209855,0.12400888216992219,0.0,0.0,0.0,1,0,279,279
base,104,104,171.47680115699768,0.0007343315373843313,0.10044203698635101,0.08925759916504224,0.006730105848206828,0.08252749368548393,0.0017414277458253006,0.007723537118484576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.0140765122438703e-07,0.000832595528724293,0.005852642950291435,0.022508312885959943,4.673108300323747e-07,6.950760716032771e-06,0.004603600688278675,0.001,0.0001,1.0,1.0,0.01271771773075064,0.0676414616405964,0.04329053635398547,0.054113170007864635,0.999686457713445,0.9196085611979167,0.054365768159429236,0.0017024436810364326,3.8984057937341277e-05,0.2510015070438385,0.25475648045539856,1.0,0.1,0.01,1.0,0.0,0.5,0.005849682667758316,0.00011779946707974886,0.00881019135316213,0.00023642061278223992,0.008573770523071289,0.08264995565017065,0.0065527903808591265,0.07609716579318046,29.57487045923869,31.5,1.0,0.002665141139489909,7.577429945134402e-05,0.07577429612477621,189.65531063079834,229.53333333333333,7.191299019607843,0.0007397462264634669,2.193816609027029e-06,0.0021938165028889973,2,1e-06,32,64,32,0,1.0,0.0,8.347448348999023,9.662901878356934,8.990816116333008,0.3925430178642273,0.9873615503311157,-0.9908727407455444,-0.023166997358202934,0.6911043524742126,256,64,256,0,1.0,0.0,0.05338103696703911,3.511406898498535,0.8245837092399597,0.5249530673027039,0.9987953305244446,-0.996518075466156,0.014818218536674976,0.5873512029647827,288,288,0,1.0,0.0,0.08424880699491771,0.12979829187194505,0.12979829187194505,0.0017238694611781586,0.12979829187194505,0.12979829187194505,0.0017238694611781586,0.010044426529383282,0.040233934611048475,0.3400000035762787,0.08424880699491771,0.16100142479136983,0.3499999940395355,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.12979829187194505,0.0056051180193511145,0.12419317414363225,0.0,0.0,0.0,0.12979829187194505,0.12979829187194505,0.0017238694611781586,0.010044426529383282,0.040233934611048475,0.3400000035762787,0.08424880699491771,0.16100142479136983,0.3499999940395355,0.12979829187194505,0.0056051180193511145,0.12419317414363225,0.0,0.0,0.0,1,0,279,279
base,105,105,172.51964378356934,0.0007297252973710753,0.10064008384943009,0.08957499116659165,0.007075613488753637,0.08249937891960143,0.0017410231482548018,0.007666601675252119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.0141559082891642e-07,0.0008262303405596564,0.005834798041420678,0.02130485208084186,4.839362920468678e-07,1.0132795447740742e-06,0.004829230105193953,0.001,0.0001,1.0,1.0,0.012999683090796074,0.06713632481793562,0.04296724821130435,0.053709058960278826,0.9997009396553039,0.9151102701822916,0.05428222467501958,0.0017042161935629943,3.680697451879193e-05,0.25102126598358154,0.25479981303215027,1.0,0.1,0.01,1.0,0.0,0.5,0.006158082187175751,0.00012480882117718768,0.008809974789619446,0.00023419042117893695,0.00857578416665395,0.08296751081943513,0.006899970676749944,0.07606754104296366,29.698502095540366,32.0,1.0,0.0026710154100631676,7.05442538067776e-05,0.07054425080617269,189.68060811360678,229.7,7.178125,0.0007374169925848643,3.069694973116081e-06,0.0030696948369344076,2,1e-06,32,64,32,0,1.0,0.0,8.341320037841797,9.648643493652344,8.975110054016113,0.39091724157333374,0.9872152805328369,-0.9905966520309448,-0.02332160994410515,0.6910848617553711,256,64,256,0,1.0,0.0,0.06191346049308777,3.3112826347351074,0.823170006275177,0.5200015306472778,0.9978709816932678,-0.9966589212417603,0.015324239619076252,0.5863524675369263,288,288,0,1.0,0.0,0.08584231503407008,0.12985168024897575,0.12985168024897575,0.0017257106277005125,0.12985168024897575,0.12985168024897575,0.0017257106277005125,0.009944293556306095,0.039756682279269366,0.32999998331069946,0.08584231503407008,0.16288443487383358,0.3499999940395355,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.12985168024897575,0.005795775408235689,0.12405590402583282,0.0,0.0,0.0,0.12985168024897575,0.12985168024897575,0.0017257106277005125,0.009944293556306095,0.039756682279269366,0.32999998331069946,0.08584231503407008,0.16288443487383358,0.3499999940395355,0.12985168024897575,0.005795775408235689,0.12405590402583282,0.0,0.0,0.0,1,0,279,279
base,106,106,170.5049705505371,0.0007250944136965387,0.09990333989262581,0.08884374896685282,0.00676109924291571,0.08208264882365862,0.0017167819780297578,0.007647244026884437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.0143547986748065e-07,0.0008359418405840794,0.006257416385536393,0.02122003963838021,4.624427504040796e-07,1.0132795599323194e-06,0.004614294700634976,0.001,0.0001,1.0,1.0,0.012806638361265261,0.06727786138653755,0.04305783199767272,0.05382228903472423,0.999696797132492,0.9187906901041667,0.05386587840815385,0.0016790383883441488,3.774358204585345e-05,0.25101688504219055,0.2548036575317383,1.0,0.1,0.01,1.0,0.0,0.5,0.0058814547179887695,0.00011924945501959883,0.008696857094764709,0.0002269380105038484,0.008469918370246887,0.08232110664248467,0.006590895727276802,0.07573021029432615,29.61281592051188,31.8,1.0,0.0026318084836627047,7.284709220887938e-05,0.07284708817799886,189.2052931467692,229.96666666666667,7.19823717948718,0.000726268320189168,2.6400726028441567e-06,0.002640072504679362,2,1e-06,32,64,32,0,1.0,0.0,8.324535369873047,9.634565353393555,8.95957088470459,0.3919893503189087,0.9873141646385193,-0.9905551075935364,-0.023404955863952637,0.6910943984985352,256,64,256,0,1.0,0.0,0.060099776834249496,2.937330961227417,0.8220874071121216,0.516236424446106,0.9980881810188293,-0.9976413249969482,0.0160780418664217,0.5884247422218323,288,288,0,1.0,0.0,0.08953334146986364,0.12926200404763222,0.12926200404763222,0.0017421020602341741,0.12926200404763222,0.12926200404763222,0.0017421020602341741,0.010506602421192023,0.04223826714801444,0.3400000035762787,0.08953334146986364,0.1668973963047761,0.3499999940395355,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.12926200404763222,0.005702632653992623,0.12355937312046687,0.0,0.0,0.0,0.12926200404763222,0.12926200404763222,0.0017421020602341741,0.010506602421192023,0.04223826714801444,0.3400000035762787,0.08953334146986364,0.1668973963047761,0.3499999940395355,0.12926200404763222,0.005702632653992623,0.12355937312046687,0.0,0.0,0.0,1,0,279,279
base,107,107,172.69066429138184,0.0007204393941893019,0.10024628068010012,0.08915672947963078,0.00670220578322187,0.08245452344417573,0.0017460612308544418,0.0076592472537110245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.0143047338336449e-07,0.0008473211152401442,0.005836387087280552,0.021833210003872713,4.679777126407695e-07,1.0132795637218806e-06,0.004669644367337847,0.001,0.0001,1.0,1.0,0.01244232348787288,0.06739741389950117,0.04313434523840745,0.05391793064773083,0.999679958820343,0.9185709635416667,0.05423384706179301,0.0016990774621566138,4.6983768212764215e-05,0.251025527715683,0.2548099756240845,1.0,0.1,0.01,1.0,0.0,0.5,0.005864378022185216,0.00011954494187496797,0.008840241034825643,0.00017184439736107985,0.008668396870295208,0.08252654895186425,0.006573322489081572,0.07595322579145432,29.344923718770346,31.333333333333332,1.0,0.0026620331065108378,9.050056566290247e-05,0.09050056139628092,188.66349385579426,229.36666666666667,7.195486111111111,0.0007361218158621341,3.466971876756967e-06,0.003466971715291341,2,1e-06,32,64,32,0,1.0,0.0,8.313875198364258,9.606914520263672,8.94300651550293,0.391801118850708,0.9872684478759766,-0.9908468723297119,-0.02352127991616726,0.6910973191261292,256,64,256,0,1.0,0.0,0.059551041573286057,2.6520395278930664,0.8221956491470337,0.5020377039909363,0.9973412752151489,-0.9975799918174744,0.01646522246301174,0.5905909538269043,288,288,0,1.0,0.0,0.09309906083740474,0.12851696585615477,0.12851696585615477,0.0017193581637305517,0.12851696585615477,0.12851696585615477,0.0017193581637305517,0.01061267252386296,0.04204703697973078,0.3400000035762787,0.09309906083740474,0.16961703672333475,0.3499999940395355,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.12851696585615477,0.005913724870576213,0.12260324011246364,0.0,0.0,0.0,0.12851696585615477,0.12851696585615477,0.0017193581637305517,0.01061267252386296,0.04204703697973078,0.3400000035762787,0.09309906083740474,0.16961703672333475,0.3499999940395355,0.12851696585615477,0.005913724870576213,0.12260324011246364,0.0,0.0,0.0,1,0,279,279
base,108,108,171.52804970741272,0.0007157607493247106,0.1001304234067599,0.08886022965113322,0.006762829003855586,0.08209740097324053,0.0017621628746079903,0.007646418285245696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.35,0.0,1.0141635253072915e-07,0.0008335750918680181,0.006929246064585944,0.023197527043521404,4.7533972065139095e-07,1.0132795599323194e-06,0.0047432644215102,0.001,0.0001,1.0,1.0,0.013337985891848803,0.06821226887404919,0.04365585359434287,0.05456981658935547,0.9996967534224193,0.9185770670572917,0.05424907791117827,0.0017256921428876618,3.647072486880158e-05,0.2509680688381195,0.2547685503959656,1.0,0.1,0.01,1.0,0.0,0.5,0.00587723331215481,0.00012064454446469123,0.008612038691838582,0.0002289704978466034,0.008383068442344665,0.0824012003839016,0.006591101130470634,0.07581009939312935,29.704203160603843,31.766666666666666,1.0,0.0027137481374666095,7.032515556299283e-05,0.07032515207926432,190.80753644307455,230.16666666666666,7.208458333333334,0.0007376361424879482,2.6162943508249253e-06,0.002616294225056966,2,1e-06,32,64,32,0,1.0,0.0,8.297525405883789,9.608259201049805,8.929352760314941,0.3928203582763672,0.9872018694877625,-0.9905743598937988,-0.02347607910633087,0.6910310983657837,256,64,256,0,1.0,0.0,0.049689002335071564,2.830333948135376,0.8257526159286499,0.5201915502548218,0.9979331493377686,-0.9969474673271179,0.016380568966269493,0.5893141031265259,288,288,0,1.0,0.0,0.09380162386710522,0.12942914540568987,0.12942914540568987,0.0017120583118715633,0.12942914540568987,0.12942914540568987,0.0017120583118715633,0.010737409870932286,0.04350201233040124,0.3400000035762787,0.09380162386710522,0.1704213193728941,0.3499999940395355,186,26880.0,1.0,0.0,0.0,0.0,0.0,0.12942914540568987,0.005739172299702962,0.12368997310598691,0.0,0.0,0.0,0.12942914540568987,0.12942914540568987,0.0017120583118715633,0.010737409870932286,0.04350201233040124,0.3400000035762787,0.09380162386710522,0.1704213193728941,0.3499999940395355,0.12942914540568987,0.005739172299702962,0.12368997310598691,0.0,0.0,0.0,1,0,279,279
